Time,Profle,PWM,bus1dev1,bus1dev0,PlateAverage,error
121.116695,42.24290175925926,0.004395124929805271,21.75,22.5,22.125,20.11790175925926
121.527298,42.250505518518516,0.00442823542134642,21.75,22.5,22.125,20.125505518518516
121.935691,42.258068351851854,0.00446150129802145,21.75,22.5,22.125,20.133068351851854
122.345637,42.265659944444444,0.004494890702088025,21.75,22.5,22.125,20.140659944444444
122.7562,42.27326296296296,0.0045283413983611435,21.75,22.5,22.125,20.14826296296296
123.164267,42.28081975925926,0.00456195473406597,22.0,22.25,22.125,20.15581975925926
123.572404,42.288377851851855,0.00459554303455077,21.75,22.5,22.125,20.163377851851855
123.980248,42.29593051851852,0.00462931761615021,21.75,22.5,22.125,20.170930518518517
124.676993,42.308833203703706,0.004662066076104416,21.75,22.5,22.125,20.183833203703706
125.087252,42.316430592592596,0.004721730767028543,21.75,22.5,22.125,20.191430592592596
125.494035,42.32396361111111,0.004726965449981942,22.0,22.5,22.25,20.07396361111111
125.902192,42.33152207407407,0.004761123640081111,22.0,22.5,22.25,20.081522074074073
126.307135,42.339021018518515,0.004824733759638963,21.75,22.5,22.125,20.214021018518515
126.716687,42.346605314814816,0.004859676227079158,22.0,22.25,22.125,20.221605314814816
127.123553,42.35413987037037,0.0048645322809468105,22.0,22.5,22.25,20.104139870370368
127.532425,42.36171157407407,0.004899425496421343,22.0,22.5,22.25,20.11171157407407
127.94243,42.36930425925926,0.004934558011474214,22.0,22.5,22.25,20.11930425925926
128.347298,42.37680181481481,0.004969446646661545,22.0,22.5,22.25,20.12680181481481
128.758193,42.38441098148148,0.005035642086140399,21.75,22.5,22.125,20.25941098148148
129.164052,42.39192688888889,0.005040199781877024,22.0,22.5,22.25,20.14192688888889
129.572524,42.399491185185184,0.005075765669126131,22.0,22.5,22.25,20.149491185185184
129.978621,42.4070115,0.005111250677671395,22.0,22.5,22.25,20.157011500000003
130.694796,42.420274,0.005210357738644566,21.75,22.25,22.0,20.420274
131.103966,42.42785122222222,0.005242609580783922,21.75,22.5,22.125,20.302851222222223
131.504446,42.435267518518515,0.005278448447307115,21.75,22.5,22.125,20.310267518518515
131.913135,42.44283583333333,0.005283049921831795,22.0,22.5,22.25,20.192835833333334
132.319697,42.45036475925926,0.005351942574718299,21.75,22.5,22.125,20.32536475925926
132.728499,42.457935166666665,0.005388900948426763,21.75,22.5,22.125,20.332935166666665
