Time,Profile,PWM,bus1dev1,bus1dev0,bus0dev0,PlateAverage,error,kp,ki,kd
272.729517,100.0,0.14988230693215693,92.5,96.75,93.0,94.08333333333333,5.919166666666644,0.0218524524858853,2.0533998592787997e-05,-3.391617506164672e-06
274.232851,100.0,0.15064580835006106,92.25,96.75,93.0,94.0,5.939499999999993,0.021888999653094505,2.063614097420397e-05,-3.3972898219922566e-06
275.737231,100.0,0.15128817972977215,92.25,96.75,92.75,93.91666666666667,5.954166666666667,0.0219256458921863,2.0739324419371076e-05,-3.4029775143059236e-06
277.247618,100.0,0.15209342191974537,92.25,96.75,93.0,94.0,5.976,0.021962697398170906,2.084443602540962e-05,-3.408728106208968e-06
278.754318,100.0,0.15296343092021927,92.5,96.75,92.75,94.0,6.000666666666689,0.02199974131380488,2.0950316543180296e-05,-3.4144775200489944e-06
280.259012,100.0,0.15360043395132975,92.25,96.75,93.0,94.0,6.014666666666683,0.022036727489661165,2.1056816648027247e-05,-3.4202179723666986e-06
281.769886,100.0,0.15433410096048028,92.25,96.75,93.0,94.0,6.03283333333334,0.022074047506995795,2.1165051358692355e-05,-3.426010238667432e-06
283.280691,100.0,0.15508330557894232,92.25,96.5,92.75,93.83333333333333,6.051500000000018,0.022111632592792568,2.1274853962675567e-05,-3.4318436450112394e-06
284.791766,100.0,0.1558954208786362,92.25,96.75,92.75,93.91666666666667,6.072833333333331,0.022149384947623536,2.1385944971963844e-05,-3.437703012403809e-06
286.298853,100.0,0.15684708239464706,92.25,96.5,92.75,93.83333333333333,6.100333333333325,0.022187182473523488,2.1497962739487972e-05,-3.4435693905878918e-06
287.810039,100.0,0.15769239218219905,92.25,96.5,92.75,93.83333333333333,6.122833333333312,0.02222518288175072,2.161134664659349e-05,-3.449467257194308e-06
289.320139,100.0,0.15855300222574828,92.25,96.5,92.75,93.83333333333333,6.1458333333333135,0.022263373718041737,2.1726060601438654e-05,-3.455394679254744e-06
290.829332,100.0,0.1593651672713929,92.25,96.5,92.5,93.75,6.166499999999993,0.022301681461310115,2.1841896150197116e-05,-3.4613402459033594e-06
292.330953,100.0,0.1599984764914437,92.25,96.5,92.5,93.75,6.179166666666652,0.02233972229432348,2.1957704208481567e-05,-3.4672443866527955e-06
293.83842,100.0,0.16063185928426996,92.25,96.5,92.5,93.75,6.191666666666651,0.02237797435930206,2.2074948465134335e-05,-3.473181311733028e-06
295.346271,100.0,0.16111454670166006,92.25,96.5,92.75,93.83333333333333,6.197333333333318,0.022416301118170584,2.2193212845646323e-05,-3.479129829704491e-06
296.85238,100.0,0.16156891252970224,92.0,96.5,92.5,93.66666666666667,6.201666666666641,0.02245469876371011,2.2312498610290882e-05,-3.485089349666441e-06
298.354394,100.0,0.16221239273167545,92.0,96.5,92.5,93.66666666666667,6.214333333333329,0.022493129381278926,2.243268501269259e-05,-3.4910539870636913e-06
299.857557,100.0,0.16289287138853092,92.0,96.5,92.75,93.75,6.228500000000004,0.022531707564300667,2.255413082428415e-05,-3.4970415274085084e-06
301.369424,100.0,0.1635097650165449,92.0,96.5,92.5,93.66666666666667,6.239666666666671,0.022570545280263962,2.267718251001134e-05,-3.5030693486539973e-06
